CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
140;MT;117774;C;16;0;;2.79451;2.06903;0.29389;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;"Uma empresa de engenharia foi contratada para realizar um serviço no valor de R$ 71 250,00. Os sócios da empresa decidiram que 40% desse valor seria destinado ao pagamento de três engenheiros que gerenciaram o serviço. O pagamento para cada um deles será feito de forma diretamente proporcional ao total de horas trabalhadas. O número de dias e o número de horas diárias trabalhadas pelos engenheiros foram, respectivamente: • engenheiro I: 4 dias, numa jornada de 5 horas e meia por dia; • engenheiro II: 5 dias, numa jornada de 4 horas por dia; • engenheiro III: 6 dias, numa jornada de 2 horas e meia por dia. Qual a maior diferença, em real, entre os valores recebidos por esse serviço entre dois desses engenheiros?";1 000;1 500;3 500;3 800;5 250;0
141;MT;39631;E;19;0;;2.90615;1.73585;0.09467;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;A densidade demográfica de uma região é definida como sendo a razão entre o número de habitantes dessa região e sua área, expressa na unidade habitantes por quilômetro quadrado. Uma região R é subdividida em várias outras, sendo uma delas a região Q. A área de Q é igual a três quartos da área de R, e o número de habitantes de Q é igual à metade do número de habitantes de R. As densidades demográficas correspondentes a essas regiões são denotadas por d(Q) e d(R). A expressão que relaciona d(Q) e d(R) é;d Q d R;d Q d R;d Q d R;d Q d R;d Q d R;0
141;MT;42136;A;25;0;;2.70251;1.04041;0.08979;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;"O gráfico apresenta o valor total de exportações e o valor total de importações, ao longo de um período, em bilhão de dólares. O saldo da balança comercial brasileira é dado pelo valor total de exportações menos o valor total de importações num mesmo período. Valor total de exportações e importações Disponível em: http://blogs.estadao.com.br. Acesso em: 20 fev. 2013 (adaptado). Considere que os saldos da balança comercial brasileira, nos três meses destacados no gráfico, sejam representados por: • S1: saldo em junho de 2009; • S2: saldo em janeiro de 2010; • S3: saldo em junho de 2010. A ordenação dos saldos S1, S2 e S3, do maior para o menor, é";S1, S3 e S2.;S2, S1 e S3.;S2, S3 e S1.;S3, S1 e S2.;S3, S2 e S1.;1
141;MT;60335;E;2;0;;3.12311;2.42519;0.11331;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Um hospital tem 7 médicos cardiologistas e 6 médicos neurologistas em seu quadro de funcionários. Para executar determinada atividade, a direção desse hospital formará uma equipe com 5 médicos, sendo, pelo menos, 3 cardiologistas. A expressão numérica que representa o número máximo de maneiras distintas de formar essa equipe é;7 ! ! ! ! ×;! ! ! ! ! ! × × ×;! ! ! ! ! ! ! ! !;! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !                 !    ;! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !                   !    ;0
141;MT;141677;B;20;0;;2.39398;2.01893;0.17156;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Três grandezas (I, II e III) se relacionam entre si. Os gráficos a seguir, formados por segmentos de reta, descrevem as relações de dependência existentes entre as grandezas I e II, e entre as grandezas II e III. O valor máximo assumido pela grandeza III, quando a grandeza I varia de 1 a 3, é;1,0.;2,5.;3,0.;3,5.;4,0.;1
142;MT;76177;D;1;0;;2.73571;1.22835;0.14646;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Um instituto de pesquisa constatou que, nos últimos dez anos, o crescimento populacional de uma cidade foi de 135,25%. Qual é a representação decimal da taxa percentual desse crescimento populacional?;13 525,0;135,25;13,525;1,3525;0,13525;0
142;MT;81496;D;3;0;;1.34998;2.01873;0.21909;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Atualmente, há telefones celulares com telas de diversos tamanhos e em formatos retangulares. Alguns deles apresentam telas medindo 3 1 polegadas, com determinadas especificações técnicas. Além disso, em muitos modelos, com a inclusão de novas funções no celular, suas telas ficaram maiores, sendo muito comum encontrarmos atualmente telas medindo 4 5 6 polegadas, conforme a figura. Disponível em: www.tecmundo.com.br. Acesso em: 5 nov. 2014 (adaptado). A diferença de tamanho, em valor absoluto, entre as medidas, em polegada, das telas do celular 2 e do celular 1, representada apenas com uma casa decimal, é;0,1.;0,5.;1,0.;1,3.;1,8.;1
131;CN;87263;C;15;0;;3.366;0.70227;0.21496;VERDE;1421;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Utilizando-se um mesmo meio nutritivo, três gêneros bacterianos diferentes foram submetidos ao cultivo em tubos de ensaio. Após certo período de crescimento da cultura bacteriana em condições físico-químicas ideais, observou-se que o padrão de distribuição das células (representadas por pontos na figura) ao longo dos tubos era diferente em cada um dos casos. Em relação ao metabolismo energético, os microrganismos presentes nos tubos 1, 2 e 3 são classificados, respectivamente, como;anaeróbio facultativo, anaeróbio estrito e aeróbio estrito.;anaeróbio facultativo, aeróbio estrito e anaeróbio estrito.;aeróbio estrito, anaeróbio estrito e anaeróbio facultativo.;anaeróbio estrito, aeróbio estrito e anaeróbio facultativo.;aeróbio estrito, anaeróbio facultativo e anaeróbio estrito.;1
131;CN;117859;B;5;0;;1.18974;2.2259;0.21918;AZUL;1419;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;"O LED é um dispositivo eletrônico que conduz corrente elétrica em um único sentido, sendo caracterizado por uma tensão e uma corrente máxima de funcionamento, Imáx. Um LED acende apenas se a corrente que o percorre está no sentido permitido e se a diferença de potencial à qual está submetido é igual ou superior à sua tensão de funcionamento. A figura ilustra o símbolo do LED usado na representação de circuitos. Um estudante de física analisa as propriedades do LED em um circuito simples de corrente contínua. Ele dispõe dos seguintes materiais: uma bateria ideal de 4,5 V; dois LEDs de tensão 3,0 V e Imáx = 1,0 mA cada; e dois resistores de 1,5 kΩ cada. O circuito que o estudante pode montar, para que ambos os LEDs fiquem acesos e cada um seja percorrido por Imáx, é";[Figura / Imagem];[Figura / Imagem];[Figura / Imagem];[Figura / Imagem];[Figura / Imagem];1
131;CN;118000;C;6;0;;1.93635;1.77293;0.24579;CINZA;1422;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Mirascópio 3D: produtor de ilusão instantânea O equipamento ilustrado na figura, de dimensões apresentadas no esquema, é composto por dois espelhos côncavos E1 e E2, apoiados um sobre o outro por suas bordas, de tal forma que o vértice de E1 coincide com o foco de E2 e vice-versa. Na abertura circular de E2, é formada uma imagem tridimensional de um objeto posicionado sobre o vértice de E1. Essa imagem é formada a partir dos raios procedentes do objeto, refletidos por E2 e E1, respectivamente, conforme o esquema. Os observadores julgam visualizar o objeto quando estão, de fato, visualizando sua imagem. O efeito só é possível porque as superfícies de ambos os espelhos são de extrema qualidade. SALZMANN, W. Disponível em: https://wissenstexte.de. Acesso em: 27 jun. 2024 (adaptado). A natureza da imagem formada e a distância vertical entre cada ponto objeto e seu correspondente ponto imagem são;real e 5 cm.;real e 3,8 cm.;real e 7,6 cm.;virtual e 7,6 cm.;virtual e 3,8 cm.;1
131;CN;141791;B;4;0;;3.50874;1.41332;0.28921;AMARELA;1420;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Sistemas agroflorestais (SAFs) Os sistemas agroflorestais alinham os interesses econômicos aos ecológicos. Esses sistemas podem ser usados na recuperação ambiental de áreas degradadas que se tornaram pouco produtivas, como as utilizadas por muito tempo para pastagem. Para isso, num primeiro momento, as árvores nativas são plantadas em conjunto com culturas agrícolas anuais, como feijão, mandioca, milho e abóbora, que geram renda para os proprietários da terra e incentivam a manutenção do sistema. Em um segundo momento, são introduzidas outras espécies, como trepadeiras e arbustos, de acordo com um arranjo espacial e temporal preestabelecido. Nesse processo, ocorrerão mudanças graduais na estrutura e composição das comunidades vegetais ao longo do tempo, que culminarão no aumento da diversidade do ambiente. Disponível em: www.embrapa.br. Acesso em: 9 dez. 2021 (adaptado). O conjunto dessas mudanças graduais é análogo ao processo natural denominado;rotação de culturas.;sucessão ecológica.;coevolução específica.;adaptação por seleção.;convergência adaptativa.;0
132;CN;97327;A;24;0;;2.27226;2.66298;0.35485;CINZA;1422;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;A nimesulida é um fármaco pouco solúvel em água, utilizado como anti-inflamatório, analgésico e antitérmico. Essa substância pode ser convertida em uma espécie eletricamente carregada, de maior solubilidade em água, mediante o tratamento com uma base de Brönsted-Lowry, isto é, uma espécie química capaz de capturar um próton (H+). Na figura são apresentados os grupamentos presentes na estrutura química da nimesulida. Nimesulida GONÇALVES, A. A. et al. Contextualizando reações ácido-base de acordo com a teoria protônica de Brönsted-Lowry usando comprimidos de propranolol e nimesulida. Química Nova, n. 3, 2013 (adaptado). Na estrutura desse fármaco, o grupamento capaz de reagir com a base de Brönsted-Lowry é o grupo;sulfonamida.;metila.;fenila.;nitro.;éter.;1
132;CN;111460;B;14;0;;1.98922;0.99384;0.18343;AMARELA;1420;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;As fibras musculares esqueléticas não são todas iguais. As fibras lentas, também conhecidas como fibras vermelhas, apresentam muitas mitocôndrias e são bem supridas por vasos sanguíneos. Já as fibras rápidas, ou fibras brancas, apresentam poucas mitocôndrias e recebem menor suprimento sanguíneo. Dessa forma, a distribuição das fibras nos músculos esqueléticos do corpo auxilia de forma diferenciada no desempenho físico de um atleta. SADAVA, D. et al. Vida: a ciência da biologia — volume III: plantas e animais. Porto Alegre: Artmed, 2009 (adaptado). Um atleta que sonha em disputar os Jogos Olímpicos e tem uma maior proporção de fibras brancas que fibras vermelhas teria mais vantagens na realização da prova de:;Triatlo.;Salto em altura.;Marcha atlética.;Maratona aquática.;Ciclismo em estrada.;0
132;CN;111658;C;15;0;;3.37882;2.15318;0.10317;VERDE;1421;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;O esquema representa um experimento feito com células do protozoário Amoeba proteus. Nele, um grupo de células foi tratado com a droga citocalasina B, enquanto outro grupo não foi tratado, servindo como controle. O formato e o movimento das células tratadas foram comprometidos. SADAVA, D. et al. Vida: a ciência da biologia — volume I: célula e hereditariedade. Porto Alegre: Artmed, 2009 (adaptado). Qual componente celular foi afetado pela droga utilizada no experimento?;Vacúolos.;Mitocôndrias.;Microfilamentos.;Material genético.;Membrana plasmática.;1
132;CN;141594;B;5;0;;1.24643;2.317;0.08752;AZUL;1419;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Uma caixa decorativa utiliza duas pequenas lâmpadas, L1 (6 V – 9 W) e L2 (12 V – 18 W), ligadas em série a uma bateria de tensão VQR. Um fio resistivo QR, de 48 centímetros, está ligado em paralelo à bateria. Cinco pontos, A, B, C, D e E, dividem o fio QR em seis segmentos de comprimentos iguais. O circuito também tem um amperímetro com dois terminais. Um dos terminais (P) está ligado ao fio entre as duas lâmpadas. O outro terminal (S) está livre e será ligado ao fio QR. Dependendo do ponto em que esse terminal livre for conectado, ocorrerá a mudança na tensão à qual as lâmpadas são submetidas. Os demais fios do circuito têm resistências elétricas desprezíveis. A figura ilustra esse circuito. Em qual desses pontos o amperímetro deve ser conectado para que as lâmpadas acendam exatamente segundo as especificações de tensão e potência elétricas fornecidas?;A;B;C;D;E;1
133;CN;89141;A;8;0;;2.54816;1.50923;0.25926;VERDE;1421;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;O magnésio metálico utilizado em ligas leves é produzido em um processo que envolve várias etapas e utiliza água do mar como matéria-prima. A primeira etapa desse processo consiste na reação entre o íon Mg2+ e hidróxido de cálcio, Ca(OH)2, obtendo uma mistura que contém hidróxido de magnésio, pouco solúvel, e íons Ca2+, de acordo com a equação química: Mg2+ (aq) + Ca(OH)2 (aq) → Mg(OH)2 (s) + Ca2+ (aq) O método adequado para separar o Mg(OH)2 dessa mistura é a;filtração.;catação.;destilação.;dissolução.;evaporação.;0
133;CN;111416;C;25;0;;0.82553;2.21651;0.16426;AZUL;1419;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;"O biogás é uma alternativa energética muito importante, pois, além de reduzir a dependência por combustíveis fósseis, sua obtenção pode ser realizada a partir de resíduos da produção agroindustrial. Considere que o biogás produzido em um empreendimento de suinocultura contém 70% em volume de metano (massa molar 16 g/mol; volume molar 22 L/mol). Ele será utilizado para geração de energia em substituição ao etanol (massa molar 46 g/mol) em um gerador no qual 1 m3 de biogás de origem suína substitui 0,59 L de etanol anidro (densidade 0,78 g/mL). Nessas condições, a massa de metano necessária para substituir 10 mol de etanol na produção de energia é mais próxima de";300 g.;400 g.;510 g.;590 g.;720 g.;0
133;CN;111650;A;11;0;;2.1156;2.03104;0.04375;CINZA;1422;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;O desenvolvimento da biotecnologia e da clonagem gênica em procariotos fez com que a produção de proteínas se tornasse mais intensa, rápida e econômica. Para a produção de hormônios, enzimas e proteínas de resistência a drogas, uma variação da técnica de reação em cadeia pela polimerase (PCR, na sigla em inglês) utiliza a enzima transcriptase reversa (RT-PCR), que sintetiza moléculas de DNA complementares a partir de fitas de RNA. Nesse contexto, essa técnica é importante para detectar genes;expressos.;plasmidiais.;bacterianos.;dominantes.;autossômicos.;0
133;CN;117915;D;28;0;;2.43297;0.04851;0.36134;AMARELA;1420;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;"O Cerrado e a Amazônia abrigam grande número de serpentes popularmente conhecidas como cobras-corais. Na Amazônia predominam as corais-verdadeiras, que são peçonhentas, enquanto no Cerrado prevalecem as falsas-corais, que não possuem peçonha. Essas espécies apresentam um padrão de coloração muito semelhante. Essa similaridade traz uma vantagem tanto para as corais falsas como para as verdadeiras. FRANÇA, F. G. R. [...] serpentes corais em ambientes campestres, savânicos e florestais da América do Sul. Brasília: UnB, 2008 (adaptado). Nas fotografias, são apresentados exemplos dessas serpentes: uma coral-verdadeira e uma falsa-coral. SILVA, L. C.; COTTA, G. A.; RESENDE, F. C. Cobra-coral: aplicativo educativo para reconhecimento das cobras-corais do estado de Minas Gerais, Brasil. Herpetologia Brasileira, n. 1, 2021 (adaptado). Qual é a vantagem dessa similaridade para as falsas-corais?";Facilita a captura de presas.;Diminui a competição por recursos.;Possibilita a geração de indivíduos híbridos.;Reduz a possibilidade de sofrerem predação.;Otimiza o encontro de parceiros reprodutivos.;1
